column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.8769721115537848,0.1230278884462151,8.942003519021584e-42
Age,continuous,0.9362549800796813,0.06374501992031867,1.66248693234868e-11
Race,categorical,0.9499601593625498,0.036175298804780875,0.0005422502593144101
Race_Ext,categorical,0.9504382470119521,0.03776892430278883,0.00025878744185590447
Education,categorical,0.961593625498008,0.025498007968127456,0.03382158997976531
Marital_Status,categorical,0.9123505976095618,0.08764940239043828,2.1862846277064857e-21
Income_Ratio,continuous,0.84,0.16000000000000003,1.7411678522807116e-70
Arthritis,categorical,0.9783266932270916,0.021673306772908463,0.10491943806152125
Congestive_Heart_Failure,categorical,0.9949003984063745,0.005099601593625436,0.9999976336833761
Coronary_Heart_Disease,categorical,0.992988047808765,0.007011952191235071,0.9978570671337699
Heart_Attack,categorical,0.9851792828685259,0.014820717131474148,0.4959753098585929
Stroke,categorical,0.9598406374501992,0.04015936254980079,8.036536977383164e-05
Cancer,categorical,0.930199203187251,0.06980079681274898,1.0320756135418287e-13
Sleep_Hours_Weekday,continuous,0.7542629482071713,0.24573705179282868,1.1252195821522932e-166
Sleep_Hours_Weekend,continuous,0.8125896414342629,0.18741035856573707,1.0575941546430752e-96
Trouble_Sleeping_Doc,categorical,0.9319521912350597,0.06804780876494021,4.712382441079734e-13
Ever_Had_Drink,categorical,0.9585657370517928,0.041434262948207165,4.182623856550273e-05
Drinking_Freq,continuous,0.7759362549800797,0.2240637450199203,2.120370172411367e-138
Avg_Drinks_Per_Day,continuous,0.6761752988047809,0.3238247011952191,2.1760409005271343e-291
Binge_Drinking_Freq,continuous,0.5227091633466135,0.47729083665338645,0.0
Total_Calories,continuous,0.9110756972111553,0.08892430278884461,5.3048677494014515e-22
Total_Sugar,continuous,0.8860557768924302,0.11394422310756974,6.996508288619733e-36
Total_Caffeine,continuous,0.7869322709163347,0.21306772908366534,4.359739735684367e-125
