evaluator,protocol,class,auc,f1
rf,tstr,0,0.6858477275327068,0.8647033717456253
rf,tstr,1,0.5653017043222415,0.06896551724137931
rf,tstr,2,0.6817322834645669,0.0
rf,tstr,3,0.7628786290745205,0.0
rf,tstr,4,0.7929330789150879,0.0
rf,trtr,0,0.7350960583273629,0.8594617684750107
rf,trtr,1,0.6400590954303434,0.02564102564102564
rf,trtr,2,0.6978792650918635,0.0
rf,trtr,3,0.7539042029137408,0.0
rf,trtr,4,0.7881627368134115,0.0
lr,tstr,0,0.7456817401879624,0.862098138747885
lr,tstr,1,0.6360574069894765,0.0
lr,tstr,2,0.7586141732283465,0.0
lr,tstr,3,0.7829630017817838,0.0
lr,tstr,4,0.7832220253509609,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
