evaluator,protocol,class,auc,f1
rf,tstr,0,0.7108692511002607,0.8605543710021322
rf,tstr,1,0.6101791251870241,0.02608695652173913
rf,tstr,2,0.71451968503937,0.0
rf,tstr,3,0.7090058694057226,0.0
rf,tstr,4,0.7618917813820363,0.0
rf,trtr,0,0.7349681210377068,0.8605543710021322
rf,trtr,1,0.6405710607922299,0.043478260869565216
rf,trtr,2,0.7231863517060366,0.0
rf,trtr,3,0.7109841735667121,0.0
rf,trtr,4,0.7711939484803054,0.0
lr,tstr,0,0.7480237451609602,0.861878453038674
lr,tstr,1,0.6650994257629329,0.0
lr,tstr,2,0.750267716535433,0.047619047619047616
lr,tstr,3,0.7712241903364427,0.0
lr,tstr,4,0.8249284448684748,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
