column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9886852589641435,0.011314741035856613,0.8167010622611045
Age,continuous,0.8007968127490039,0.19920318725099606,2.76667833573453e-109
Race,categorical,0.7588844621513944,0.15394422310756972,2.9154801409077677e-65
Race_Ext,categorical,0.8180079681274901,0.1410358565737052,8.260796777779914e-55
Education,categorical,0.7791235059760956,0.16239043824701194,1.3253978356610286e-72
Marital_Status,categorical,0.8519521912350598,0.14804780876494028,2.2615206022849633e-60
Income_Ratio,continuous,0.8266135458167331,0.17338645418326692,9.223526767810598e-83
Arthritis,categorical,0.9356175298804781,0.06438247011952192,9.951545631826747e-12
Congestive_Heart_Failure,categorical,0.9644621513944223,0.03553784860557763,0.000722473233385839
Coronary_Heart_Disease,categorical,0.9553784860557768,0.04462151394422309,7.474378025711685e-06
Heart_Attack,categorical,0.9536254980079681,0.04637450199203186,2.745361753895377e-06
Stroke,categorical,0.9482071713147411,0.05179282868525892,9.72760671948387e-08
Cancer,categorical,0.9257370517928286,0.07426294820717128,1.815344434722415e-15
Sleep_Hours_Weekday,continuous,0.683187250996016,0.31681274900398404,1.0594376562089822e-278
Sleep_Hours_Weekend,continuous,0.6532270916334662,0.3467729083665339,0.0
Trouble_Sleeping_Doc,categorical,0.9300398406374502,0.06996015936254973,8.972632344717984e-14
Ever_Had_Drink,categorical,0.8937051792828685,0.10629482071713148,2.846825804892936e-31
Drinking_Freq,continuous,0.7153784860557769,0.2846215139442231,2.9581133119072047e-224
Avg_Drinks_Per_Day,continuous,0.2363346613545816,0.7636653386454184,0.0
Binge_Drinking_Freq,continuous,0.8441434262948206,0.15585657370517936,6.873877125939864e-67
Total_Calories,continuous,0.8307569721115537,0.16924302788844622,7.446791401324531e-79
Total_Sugar,continuous,0.004621513944223055,0.995378486055777,0.0
Total_Caffeine,continuous,0.14804780876494028,0.8519521912350597,0.0
