column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9947410358565737,0.0052589641434263035,0.9999943381552948
Age,continuous,0.8865338645418326,0.11346613545816742,1.3881408218491995e-35
Race,categorical,0.6863745019920318,0.23649402390438246,2.762022272496011e-154
Race_Ext,categorical,0.5016733067729084,0.49832669322709167,0.0
Education,categorical,0.787410358565737,0.11521912350597607,1.1097838420231195e-36
Marital_Status,categorical,0.9799203187250997,0.010199203187250983,0.8998995743952277
Income_Ratio,continuous,0.742788844621514,0.25721115537848604,9.569641561518819e-183
Arthritis,categorical,0.9934661354581673,0.00653386454183269,0.9993167735036494
Congestive_Heart_Failure,categorical,0.9985657370517927,0.0014342629482071434,0.9999999999999997
Coronary_Heart_Disease,categorical,0.9958565737051792,0.0041434262948206735,0.9999999987965894
Heart_Attack,categorical,0.9998406374501992,0.0001593625498007567,0.999999999999999
Stroke,categorical,0.9977689243027889,0.002231075697211149,1.0
Cancer,categorical,0.9990438247011952,0.0009561752988047623,1.0
Sleep_Hours_Weekday,continuous,0.8647011952191235,0.1352988047808765,1.8402515066977513e-50
Sleep_Hours_Weekend,continuous,0.8723505976095618,0.12764940239043826,5.99555033880689e-45
Trouble_Sleeping_Doc,categorical,0.9947410358565737,0.0052589641434263035,0.9999943381552948
Ever_Had_Drink,categorical,0.9972908366533865,0.00270916334661353,1.0
Drinking_Freq,continuous,0.6508366533864542,0.3491633466135458,0.0
Avg_Drinks_Per_Day,continuous,0.21386454183266934,0.7861354581673307,0.0
Binge_Drinking_Freq,continuous,0.2699601593625498,0.7300398406374502,0.0
Total_Calories,continuous,0.9461354581673307,0.053864541832669366,2.4602215147046094e-08
Total_Sugar,continuous,0.9418326693227091,0.05816733067729085,1.1912977342090188e-09
Total_Caffeine,continuous,0.8519521912350597,0.14804780876494025,2.2615206022849633e-60
