column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9831075697211156,0.016892430278884485,0.3321910700551097
Age,continuous,0.9337051792828686,0.06629482071713144,2.0698748264578625e-12
Race,categorical,0.8954581673306773,0.05274900398406368,5.192393468685295e-08
Race_Ext,categorical,0.8943426294820718,0.06836653386454183,3.5857314623164196e-13
Education,categorical,0.9005577689243028,0.054661354581673316,1.4292241098558276e-08
Marital_Status,categorical,0.9601593625498008,0.02071713147410359,0.13528561257035582
Income_Ratio,continuous,0.8465338645418327,0.15346613545816734,7.38578887359694e-65
Arthritis,categorical,0.9786454183266933,0.021354581673306727,0.11434412382597138
Congestive_Heart_Failure,categorical,0.9969721115537848,0.0030278884462151545,0.9999999999999998
Coronary_Heart_Disease,categorical,0.989003984063745,0.010996015936254988,0.842562496135779
Heart_Attack,categorical,0.9886852589641435,0.011314741035856501,0.8167010622611045
Stroke,categorical,0.997609561752988,0.0023904382470120167,0.9999999999999996
Cancer,categorical,0.9937848605577689,0.006215139442231177,0.9997275533159375
Sleep_Hours_Weekday,continuous,0.8363346613545817,0.16366533864541835,9.536866152312261e-74
Sleep_Hours_Weekend,continuous,0.8489243027888446,0.15107569721115544,7.373926645319471e-63
Trouble_Sleeping_Doc,categorical,0.9937848605577689,0.006215139442231177,0.9997275533159375
Ever_Had_Drink,categorical,0.9960159362549801,0.003984063745019917,0.9999999998073609
Drinking_Freq,continuous,0.6545019920318725,0.34549800796812746,0.0
Avg_Drinks_Per_Day,continuous,0.6537051792828685,0.34629482071713147,0.0
Binge_Drinking_Freq,continuous,0.27585657370517924,0.7241434262948208,0.0
Total_Calories,continuous,0.9015139442231075,0.09848605577689246,6.717118506599285e-27
Total_Sugar,continuous,0.9155378486055776,0.08446215139442231,6.890277971708124e-20
Total_Caffeine,continuous,0.8019123505976096,0.19808764940239043,4.6336225806576725e-108
