column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9937848605577689,0.006215139442231066,0.9997275533159375
Age,continuous,0.972589641434263,0.027410358565737036,0.017923367585456616
Race,categorical,0.9952191235059761,0.0031872509960160222,0.9999999999999999
Race_Ext,categorical,0.9952191235059761,0.0031872509960160222,0.9999999999999999
Education,categorical,0.9899601593625498,0.007011952191235071,0.9978570671337699
Marital_Status,categorical,0.9912350597609562,0.008764940239043839,0.9694582483202294
Income_Ratio,continuous,0.9171314741035856,0.08286852589641441,3.6862880539575437e-19
Arthritis,categorical,0.9945816733067729,0.00541832669322706,0.9999874649240967
Congestive_Heart_Failure,categorical,0.9990438247011952,0.0009561752988047623,1.0
Coronary_Heart_Disease,categorical,0.9985657370517927,0.0014342629482071434,0.9999999999999997
Heart_Attack,categorical,0.9998406374501992,0.0001593625498007567,0.999999999999999
Stroke,categorical,0.9998406374501992,0.0001593625498007567,0.999999999999999
Cancer,categorical,0.9980876494023905,0.0019123505976096355,0.9999999999999992
Sleep_Hours_Weekday,continuous,0.9018326693227092,0.09816733067729078,9.966299189652675e-27
Sleep_Hours_Weekend,continuous,0.9015139442231076,0.0984860557768924,6.717118506599285e-27
Trouble_Sleeping_Doc,categorical,0.9885258964143426,0.01147410358565737,0.8032625650837187
Ever_Had_Drink,categorical,0.989003984063745,0.01099601593625496,0.842562496135779
Drinking_Freq,continuous,0.8231075697211155,0.17689243027888446,3.8333053647274124e-86
Avg_Drinks_Per_Day,continuous,0.714422310756972,0.28557768924302795,8.769928053095219e-226
Binge_Drinking_Freq,continuous,0.6377689243027889,0.36223107569721114,0.0
Total_Calories,continuous,0.9442231075697212,0.05577689243027889,6.59244047300341e-09
Total_Sugar,continuous,0.9402390438247012,0.05976095617529881,3.658561187749644e-10
Total_Caffeine,continuous,0.9378486055776892,0.06215139442231077,5.864077450973555e-11
