column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9437529880478088,0.056247011952191284,0.1025408786535961
Age,continuous,0.935792828685259,0.06420717131474096,0.04192038646393838
Race,categorical,0.9004860557768924,0.05440637450199204,0.12399610933057552
Race_Ext,categorical,0.9158486055776892,0.04240637450199203,0.36480389734487245
Education,categorical,0.9215458167330678,0.055083665338645504,0.1157091439971944
Marital_Status,categorical,0.946406374501992,0.053593625498007946,0.13457435568368598
Income_Ratio,continuous,0.8465338645418327,0.15346613545816734,5.470834513118668e-10
Arthritis,categorical,0.9817051792828685,0.0182948207171314,0.9970301139037668
Congestive_Heart_Failure,categorical,0.9995378486055777,0.0004621513944224054,1.0
Coronary_Heart_Disease,categorical,0.9912191235059761,0.008780876494023815,0.9999999999998304
Heart_Attack,categorical,0.9894661354581674,0.010533864541832583,0.9999999981334254
Stroke,categorical,0.9977928286852589,0.002207171314741019,1.0
Cancer,categorical,0.993601593625498,0.006398406374502064,1.0
Sleep_Hours_Weekday,continuous,0.8566055776892431,0.14339442231075697,9.003810975850636e-09
Sleep_Hours_Weekend,continuous,0.8527808764940239,0.1472191235059761,3.179715555943344e-09
Trouble_Sleeping_Doc,categorical,0.9955059760956175,0.0044940239043825825,1.0
Ever_Had_Drink,categorical,0.993418326693227,0.006581673306772923,1.0
Drinking_Freq,continuous,0.6568366533864543,0.3431633466135458,4.171833930851919e-49
Avg_Drinks_Per_Day,continuous,0.6220159362549801,0.3779840637450199,8.098806296987013e-60
Binge_Drinking_Freq,continuous,0.2719601593625498,0.7280398406374502,5.843441765587962e-247
Total_Calories,continuous,0.9204302788844622,0.07956972111553784,0.005342464630151403
Total_Sugar,continuous,0.9034980079681275,0.09650199203187249,0.000331130953262287
Total_Caffeine,continuous,0.8156812749003983,0.18431872509960162,3.0722925239015594e-14
