column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9950597609561753,0.0049402390438247346,0.999999094222169
Age,continuous,0.9673306772908367,0.03266932270916335,0.0024670753672763838
Race,categorical,0.9529880478087649,0.026932270916334655,0.021097612701514237
Race_Ext,categorical,0.9332270916334662,0.04749003984063743,1.4225206515471367e-06
Education,categorical,0.9644621513944223,0.024223107569721125,0.050345413640152985
Marital_Status,categorical,0.9960159362549801,0.002868525896414398,1.0
Income_Ratio,continuous,0.908207171314741,0.09179282868525895,2.0333079912003796e-23
Arthritis,categorical,0.9934661354581673,0.00653386454183269,0.9993167735036494
Congestive_Heart_Failure,categorical,0.9990438247011951,0.0009561752988047623,1.0
Coronary_Heart_Disease,categorical,0.999203187250996,0.0007968127490040056,0.9999999999999998
Heart_Attack,categorical,0.996812749003984,0.0031872509960159112,0.9999999999999999
Stroke,categorical,0.9942629482071713,0.005737051792828685,0.9999496408224484
Cancer,categorical,0.9956972111553785,0.00430278884462143,0.9999999938618073
Sleep_Hours_Weekday,continuous,0.8739442231075697,0.1260557768924303,7.683081436787171e-44
Sleep_Hours_Weekend,continuous,0.8721912350597609,0.12780876494023907,4.637507779373875e-45
Trouble_Sleeping_Doc,categorical,0.992191235059761,0.007808764940239077,0.990938925401069
Ever_Had_Drink,categorical,0.9968127490039841,0.003187250996015939,0.9999999999999999
Drinking_Freq,continuous,0.8250199203187252,0.17498007968127488,2.7321145523253295e-84
Avg_Drinks_Per_Day,continuous,0.7016733067729084,0.2983266932270916,1.1213106784410373e-246
Binge_Drinking_Freq,continuous,0.6342629482071713,0.36573705179282867,0.0
Total_Calories,continuous,0.8379282868525897,0.16207171314741037,2.550701695299096e-72
Total_Sugar,continuous,0.7990438247011952,0.2009561752988048,3.193889654712082e-111
Total_Caffeine,continuous,0.7416733067729083,0.2583266932270917,2.385597430621937e-184
