column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9995219123505976,0.00047808764940238113,0.9999999999999998
Age,continuous,0.9541035856573705,0.045896414342629484,3.621542907012457e-06
Race,categorical,0.9263745019920319,0.04892430278884463,5.969615046341552e-07
Race_Ext,categorical,0.9018326693227092,0.06996015936254979,8.972632344717984e-14
Education,categorical,0.9413545816733068,0.03330677290836653,0.0018946881425321665
Marital_Status,categorical,0.9862948207171315,0.013705179282868518,0.5975515448907489
Income_Ratio,continuous,0.9088446215139443,0.09115537848605576,4.2352801535870766e-23
Arthritis,categorical,0.9941035856573704,0.005896414342629552,0.9999073139992715
Congestive_Heart_Failure,categorical,0.9998406374501992,0.00015936254980086773,0.999999999999999
Coronary_Heart_Disease,categorical,0.9995219123505975,0.00047808764940238113,0.9999999999999998
Heart_Attack,categorical,0.9988844621513945,0.001115537848605519,0.9999999999999997
Stroke,categorical,0.9969721115537848,0.0030278884462151545,0.9999999999999998
Cancer,categorical,0.9936254980079681,0.0063745019920318224,0.9995607798948095
Sleep_Hours_Weekday,continuous,0.8388844621513944,0.16111553784860555,1.8038014426603742e-71
Sleep_Hours_Weekend,continuous,0.8444621513944223,0.1555378486055777,1.2878680348218877e-66
Trouble_Sleeping_Doc,categorical,0.9947410358565737,0.0052589641434261925,0.9999943381552948
Ever_Had_Drink,categorical,0.9955378486055777,0.004462151394422326,0.9999999736955042
Drinking_Freq,continuous,0.8401593625498008,0.1598406374501992,2.4040138081849963e-70
Avg_Drinks_Per_Day,continuous,0.6887649402390439,0.3112350597609561,8.027160510055193e-269
Binge_Drinking_Freq,continuous,0.6384063745019921,0.36159362549800794,0.0
Total_Calories,continuous,0.7655776892430278,0.23442231075697215,1.4143349060798498e-151
Total_Sugar,continuous,0.7357768924302789,0.2642231075697211,6.05608499755443e-193
Total_Caffeine,continuous,0.7104382470119522,0.28956175298804776,3.29472339677378e-232
