column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9920318725099602,0.007968127490039834,0.988535756476797
Age,continuous,0.758406374501992,0.241593625498008,4.6398907757088694e-161
Race,categorical,0.722390438247012,0.20701195219123514,4.745654934634794e-118
Race_Ext,categorical,0.8004780876494024,0.1454980079681275,2.5635406429682973e-58
Education,categorical,0.687011952191235,0.27792828685258963,1.0363619129062009e-213
Marital_Status,categorical,0.8717131474103585,0.1281274900398407,2.7718754841802595e-45
Income_Ratio,continuous,0.8162549800796813,0.18374501992031866,5.9547802577816565e-93
Arthritis,categorical,0.9375298804780876,0.06247011952191239,4.569020056674812e-11
Congestive_Heart_Failure,categorical,0.9644621513944223,0.03553784860557763,0.000722473233385839
Coronary_Heart_Disease,categorical,0.955219123505976,0.04478087649402385,6.834791986598772e-06
Heart_Attack,categorical,0.9536254980079681,0.04637450199203186,2.745361753895377e-06
Stroke,categorical,0.9483665338645418,0.05163346613545816,1.0788473256359188e-07
Cancer,categorical,0.9254183266932271,0.0745816733067729,1.347240452135822e-15
Sleep_Hours_Weekday,continuous,0.6278884462151395,0.3721115537848605,0.0
Sleep_Hours_Weekend,continuous,0.6329880478087648,0.3670119521912351,0.0
Trouble_Sleeping_Doc,categorical,0.9333864541832669,0.06661354581673307,1.5861351546090998e-12
Ever_Had_Drink,categorical,0.8916334661354581,0.10836653386454183,1.729142396937929e-32
Drinking_Freq,continuous,0.7505976095617529,0.24940239043824708,1.0020372671085902e-171
Avg_Drinks_Per_Day,continuous,0.23601593625498007,0.7639840637450199,0.0
Binge_Drinking_Freq,continuous,0.8035059760956176,0.19649402390438242,2.5246045533964394e-106
Total_Calories,continuous,0.7772111553784861,0.22278884462151397,8.043457163907106e-137
Total_Sugar,continuous,0.008286852589641347,0.9917131474103587,0.0
Total_Caffeine,continuous,0.14804780876494028,0.8519521912350597,0.0
