evaluator,protocol,class,auc,f1
rf,tstr,0,0.7331152880545705,0.8592150170648464
rf,tstr,1,0.6367156481690447,0.043478260869565216
rf,tstr,2,0.7478477690288714,0.0
rf,tstr,3,0.6801173881144534,0.0
rf,tstr,4,0.6875766662123484,0.0
rf,trtr,0,0.7355235193892726,0.8595817328211695
rf,trtr,1,0.6458328109196987,0.034482758620689655
rf,trtr,2,0.7177007874015748,0.0
rf,trtr,3,0.7233256472067917,0.0
rf,trtr,4,0.775487256371814,0.0
lr,tstr,0,0.7478973130158882,0.8639863130881095
lr,tstr,1,0.6670720596470991,0.07659574468085106
lr,tstr,2,0.767769028871391,0.0
lr,tstr,3,0.7677654333927261,0.0
lr,tstr,4,0.8044159738312662,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
