column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9893529880478088,0.010647011952191254,0.9857978355387191
Age,continuous,0.935792828685259,0.06420717131474096,7.461392355239454e-07
Race,categorical,0.9128860557768924,0.06280637450199211,1.4123868791946568e-06
Race_Ext,categorical,0.9118486055776893,0.06520637450199207,4.6924297668728897e-07
Education,categorical,0.9143458167330677,0.048283665338645476,0.00046001194469928356
Marital_Status,categorical,0.9697450199203188,0.022661354581673288,0.31182760103190604
Income_Ratio,continuous,0.8465338645418327,0.15346613545816734,3.354014342704963e-37
Arthritis,categorical,0.9633051792828685,0.03669482071713137,0.015735936262403556
Congestive_Heart_Failure,categorical,0.9987378486055777,0.0012621513944223173,1.0
Coronary_Heart_Disease,categorical,0.9900191235059761,0.009980876494023905,0.9932845174719529
Heart_Attack,categorical,0.9926661354581674,0.007333864541832713,0.9999687324362858
Stroke,categorical,0.9965928286852589,0.0034071713147409977,1.0
Cancer,categorical,0.997601593625498,0.00239840637450206,1.0
Sleep_Hours_Weekday,continuous,0.8554055776892431,0.14459442231075695,4.6461655297876175e-33
Sleep_Hours_Weekend,continuous,0.8495808764940239,0.15041912350597608,9.466939187150674e-36
Trouble_Sleeping_Doc,categorical,0.9719059760956176,0.028094023904382537,0.11624018211125346
Ever_Had_Drink,categorical,0.9949816733067729,0.0050183266932270765,0.9999999999530502
Drinking_Freq,continuous,0.6564366533864542,0.3435633466135458,7.578381131382744e-188
Avg_Drinks_Per_Day,continuous,0.63881593625498,0.36118406374502,4.6828572186990785e-208
Binge_Drinking_Freq,continuous,0.27236015936254976,0.7276398406374502,6e-322
Total_Calories,continuous,0.9279745019920319,0.07202549800796809,1.6353288341624935e-08
Total_Sugar,continuous,0.9084446215139441,0.09155537848605583,1.7161056793255134e-13
Total_Caffeine,continuous,0.8187888446215139,0.18121115537848606,8.95550736279338e-52
