evaluator,protocol,class,auc,f1
rf,tstr,0,0.7032712812392758,0.8587281263337602
rf,tstr,1,0.5567863620786212,0.03463203463203463
rf,tstr,2,0.7313595800524935,0.0
rf,tstr,3,0.734920343779478,0.0
rf,tstr,4,0.7720798691563309,0.0
rf,trtr,0,0.7356529618235127,0.8578745198463509
rf,trtr,1,0.6434652323277916,0.02586206896551724
rf,trtr,2,0.721259842519685,0.0
rf,trtr,3,0.6971491457918457,0.0
rf,trtr,4,0.7651628731089001,0.0
lr,tstr,0,0.74915561388827,0.8628281117696867
lr,tstr,1,0.6534391534391534,0.0
lr,tstr,2,0.7443569553805774,0.0
lr,tstr,3,0.7730583796247773,0.0
lr,tstr,4,0.8296987869701512,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
