column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9555378486055777,0.04446215139442228,8.171205463398946e-06
Age,continuous,0.9305179282868525,0.06948207171314741,1.3641984304355014e-13
Race,categorical,0.95601593625498,0.04239043824701194,2.5287771690630668e-05
Race_Ext,categorical,0.9585657370517928,0.04143426294820718,4.182623856550273e-05
Education,categorical,0.8725099601593626,0.10486055776892428,1.9174070340545102e-30
Marital_Status,categorical,0.8820717131474104,0.1179282868525896,2.0710285660633969e-38
Income_Ratio,continuous,0.8108366533864542,0.18916334661354584,1.598679197179646e-98
Arthritis,categorical,0.9722709163346613,0.02772908366533866,0.016051582924817995
Congestive_Heart_Failure,categorical,0.9807171314741036,0.019282868525896335,0.19379590737045568
Coronary_Heart_Disease,categorical,0.9856573705179282,0.014342629482071656,0.538689708819978
Heart_Attack,categorical,0.9866135458167331,0.013386454183266894,0.6275091240390791
Stroke,categorical,0.9518725099601594,0.048127490039840626,9.70153487566077e-07
Cancer,categorical,0.9263745019920319,0.07362549800796803,3.283347037185902e-15
Sleep_Hours_Weekday,continuous,0.8616733067729084,0.13832669322709157,9.839301691018073e-53
Sleep_Hours_Weekend,continuous,0.7469322709163346,0.2530677290836653,7.455143888224474e-177
Trouble_Sleeping_Doc,categorical,0.9150597609561752,0.08494023904382464,4.140118586667832e-20
Ever_Had_Drink,categorical,0.9517131474103586,0.048286852589641424,8.809253239939462e-07
Drinking_Freq,continuous,0.7880478087649403,0.21195219123505976,8.94199883692503e-124
Avg_Drinks_Per_Day,continuous,0.7233466135458168,0.27665338645418325,9.861780291158616e-212
Binge_Drinking_Freq,continuous,0.622788844621514,0.37721115537848604,0.0
Total_Calories,continuous,0.9109163346613546,0.08908366533864542,4.437800544824129e-22
Total_Sugar,continuous,0.8811155378486055,0.11888446215139442,4.968768378086028e-39
Total_Caffeine,continuous,0.8648605577689243,0.13513944223107566,2.415690387638618e-50
