column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9896414342629481,0.010358565737051795,0.8893794300199477
Age,continuous,0.7721115537848605,0.22788844621513948,3.414583594532048e-143
Race,categorical,0.7209561752988048,0.19633466135458166,3.7586220477692776e-106
Race_Ext,categorical,0.8106772908366534,0.13482071713147414,4.158593823796296e-50
Education,categorical,0.6914741035856573,0.2749003984063745,4.996372239746206e-209
Marital_Status,categorical,0.8487649402390438,0.13529880478087652,1.8402515066977513e-50
Income_Ratio,continuous,0.8369721115537848,0.16302788844621519,3.564621944773764e-73
Arthritis,categorical,0.9117131474103586,0.08828685258964153,1.0797087096201596e-21
Congestive_Heart_Failure,categorical,0.9644621513944223,0.03553784860557763,0.000722473233385839
Coronary_Heart_Disease,categorical,0.955219123505976,0.04478087649402385,6.834791986598772e-06
Heart_Attack,categorical,0.9536254980079681,0.04637450199203186,2.745361753895377e-06
Stroke,categorical,0.9482071713147411,0.05179282868525892,9.72760671948387e-08
Cancer,categorical,0.9169721115537849,0.08302788844621511,3.121628568352805e-19
Sleep_Hours_Weekday,continuous,0.6417529880478088,0.3582470119521912,0.0
Sleep_Hours_Weekend,continuous,0.6339442231075698,0.36605577689243024,0.0
Trouble_Sleeping_Doc,categorical,0.90199203187251,0.09800796812749002,1.2133881221889857e-26
Ever_Had_Drink,categorical,0.8970517928286853,0.10294820717131474,2.3418154712827258e-29
Drinking_Freq,continuous,0.7447011952191235,0.2552988047808765,5.158382483064667e-180
Avg_Drinks_Per_Day,continuous,0.2741035856573705,0.7258964143426295,0.0
Binge_Drinking_Freq,continuous,0.8466932270916334,0.15330677290836658,1.0061799335045108e-64
Total_Calories,continuous,0.8615139442231076,0.13848605577689244,7.446963079974065e-53
Total_Sugar,continuous,0.006693227091633336,0.9933067729083667,0.0
Total_Caffeine,continuous,0.14820717131474104,0.851792828685259,0.0
