column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9469322709163347,0.05306772908366536,4.201242835412063e-08
Age,continuous,0.9032669322709164,0.09673306772908363,5.7902270884962e-26
Race,categorical,0.9815139442231076,0.014342629482071712,0.538689708819978
Race_Ext,categorical,0.9692430278884462,0.03075697211155376,0.005282205654141225
Education,categorical,0.9577689243027888,0.04063745019920317,6.305959733307089e-05
Marital_Status,categorical,0.9330677290836653,0.06693227091633469,1.213892403166311e-12
Income_Ratio,continuous,0.822629482071713,0.17737051792828695,1.309567270337295e-86
Arthritis,categorical,0.979601593625498,0.020398406374501965,0.1468685156552388
Congestive_Heart_Failure,categorical,0.9963346613545817,0.0036653386454184034,0.9999999999976786
Coronary_Heart_Disease,categorical,0.982788844621514,0.017211155378486054,0.3105561154338402
Heart_Attack,categorical,0.9740239043824701,0.025976095617529893,0.028981480687485274
Stroke,categorical,0.9730677290836653,0.026932270916334655,0.021097612701514237
Cancer,categorical,0.9443824701195219,0.05561752988047808,7.370050309424163e-09
Sleep_Hours_Weekday,continuous,0.8744223107569721,0.12557768924302792,1.6409846967467252e-43
Sleep_Hours_Weekend,continuous,0.8022310756972111,0.19776892430278886,1.0335402315236972e-107
Trouble_Sleeping_Doc,categorical,0.9569721115537848,0.04302788844621508,1.7965745697997097e-05
Ever_Had_Drink,categorical,0.9582470119521912,0.04175298804780876,3.5412561126453895e-05
Drinking_Freq,continuous,0.7703585657370517,0.2296414342629482,2.0343158141882367e-145
Avg_Drinks_Per_Day,continuous,0.6892430278884463,0.31075697211155373,5.528781159923766e-268
Binge_Drinking_Freq,continuous,0.49306772908366536,0.5069322709163346,0.0
Total_Calories,continuous,0.9297211155378486,0.07027888446215141,6.775156195440905e-14
Total_Sugar,continuous,0.8677290836653386,0.13227091633466131,3.0612062858249064e-48
Total_Caffeine,continuous,0.8522709163346613,0.14772908366533866,4.1037990322429277e-60
