column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9985657370517929,0.001434262948207199,0.9999999999999997
Age,continuous,0.935776892430279,0.06422310756972105,1.1319205257999124e-11
Race,categorical,0.9499601593625497,0.041593625498007936,3.849217028327715e-05
Race_Ext,categorical,0.9230278884462151,0.040000000000000036,8.707582478648575e-05
Education,categorical,0.8705976095617529,0.08557768924302789,2.0897564167391995e-20
Marital_Status,categorical,0.9564940239043825,0.023585657370517876,0.060955949413035046
Income_Ratio,continuous,0.8466932270916334,0.15330677290836658,1.0061799335045108e-64
Arthritis,categorical,0.9976095617529881,0.0023904382470119057,0.9999999999999996
Congestive_Heart_Failure,categorical,0.9949003984063745,0.005099601593625436,0.9999976336833761
Coronary_Heart_Disease,categorical,0.9950597609561752,0.004940239043824679,0.999999094222169
Heart_Attack,categorical,0.9979282868525896,0.0020717131474103923,0.9999999999999994
Stroke,categorical,0.983585657370518,0.016414342629482048,0.366500738076979
Cancer,categorical,0.9896414342629483,0.01035856573705185,0.8893794300199477
Sleep_Hours_Weekday,continuous,0.880796812749004,0.11920318725099599,3.079497693150615e-39
Sleep_Hours_Weekend,continuous,0.8551394422310756,0.14486055776892437,8.25644220306825e-58
Trouble_Sleeping_Doc,categorical,0.9950597609561753,0.00494023904382479,0.999999094222169
Ever_Had_Drink,categorical,0.9968127490039841,0.003187250996015939,0.9999999999999999
Drinking_Freq,continuous,0.6597609561752988,0.3402390438247012,2.96e-322
Avg_Drinks_Per_Day,continuous,0.6285258964143426,0.37147410358565736,0.0
Binge_Drinking_Freq,continuous,0.2772908366533865,0.7227091633466135,0.0
Total_Calories,continuous,0.9172908366533864,0.0827091633466136,4.351689945559679e-19
Total_Sugar,continuous,0.9295617529880478,0.07043824701195223,5.884511127616829e-14
Total_Caffeine,continuous,0.830597609561753,0.169402390438247,5.2902866687251e-79
