evaluator,protocol,class,auc,f1
rf,tstr,0,0.6794057087123789,0.8612765957446809
rf,tstr,1,0.5150350644031529,0.02666666666666667
rf,tstr,2,0.6789133858267717,0.0
rf,tstr,3,0.7014725919714915,0.0
rf,tstr,4,0.619258552541911,0.0
rf,trtr,0,0.7313196505656333,0.861288945795988
rf,trtr,1,0.6279683542716717,0.04329004329004329
rf,trtr,2,0.7265984251968505,0.0
rf,trtr,3,0.7548212975579079,0.0
rf,trtr,4,0.7767139157693881,0.0
lr,tstr,0,0.7406063926500781,0.8624629707998307
lr,tstr,1,0.541166194404741,0.0
lr,tstr,2,0.7611443569553805,0.0
lr,tstr,3,0.7502620270411907,0.0
lr,tstr,4,0.7879923674526372,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
