evaluator,protocol,class,auc,f1
rf,tstr,0,0.7124225603111435,0.8617886178861789
rf,tstr,1,0.622961541997877,0.06722689075630252
rf,tstr,2,0.6718687664041995,0.0
rf,tstr,3,0.4988601823708207,0.0
rf,tstr,4,0.655887965108355,0.0
rf,trtr,0,0.7350960583273629,0.8594617684750107
rf,trtr,1,0.6400590954303434,0.02564102564102564
rf,trtr,2,0.6978792650918635,0.0
rf,trtr,3,0.7539042029137408,0.0
rf,trtr,4,0.7881627368134115,0.0
lr,tstr,0,0.7426714510195849,0.865943600867679
lr,tstr,1,0.6675401422636811,0.14814814814814814
lr,tstr,2,0.7282204724409449,0.0
lr,tstr,3,0.747589351221046,0.0
lr,tstr,4,0.800804143382854,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
