column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9974501992031872,0.002549800796812718,0.9999999999999998
Age,continuous,0.9314741035856574,0.06852589641434262,3.1263513987623846e-13
Race,categorical,0.9053386454183266,0.060079681274900376,2.8780712568678917e-10
Race_Ext,categorical,0.8575298804780876,0.09450199203187248,8.489816490333981e-25
Education,categorical,0.9171314741035856,0.04924302788844623,4.904757064011292e-07
Marital_Status,categorical,0.9588844621513943,0.041115537848605554,4.9338471753927956e-05
Income_Ratio,continuous,0.88796812749004,0.1120318725099601,1.0654155176893027e-34
Arthritis,categorical,0.9998406374501991,0.00015936254980086773,0.999999999999999
Congestive_Heart_Failure,categorical,0.996972111553785,0.0030278884462151545,0.9999999999999998
Coronary_Heart_Disease,categorical,0.9931474103585658,0.006852589641434315,0.9984951331163721
Heart_Attack,categorical,0.9945816733067728,0.00541832669322706,0.9999874649240967
Stroke,categorical,0.9949003984063745,0.005099601593625547,0.9999976336833761
Cancer,categorical,0.9990438247011952,0.0009561752988048733,1.0
Sleep_Hours_Weekday,continuous,0.8101992031872509,0.18980079681274903,3.4469470104662934e-99
Sleep_Hours_Weekend,continuous,0.8248605577689243,0.17513944223107572,1.91811188464717e-84
Trouble_Sleeping_Doc,categorical,0.9942629482071713,0.005737051792828685,0.9999496408224484
Ever_Had_Drink,categorical,0.9947410358565737,0.0052589641434263035,0.9999943381552948
Drinking_Freq,continuous,0.8444621513944224,0.15553784860557768,1.2878680348218877e-66
Avg_Drinks_Per_Day,continuous,0.6921115537848606,0.3078884462151394,5.521979408290568e-263
Binge_Drinking_Freq,continuous,0.6388844621513945,0.36111553784860556,0.0
Total_Calories,continuous,0.7231872509960159,0.2768127490039841,5.586947171938212e-212
Total_Sugar,continuous,0.6890836653386454,0.3109163346613546,2.9068780107792715e-268
Total_Caffeine,continuous,0.6650199203187251,0.33498007968127486,3.43229000735e-312
