column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9864541832669322,0.013545816733067761,0.6125019713743479
Age,continuous,0.8766533864541832,0.12334661354581677,5.4495611391412453e-42
Race,categorical,0.6720318725099601,0.25609561752988047,3.775128382295988e-181
Race_Ext,categorical,0.49354581673306763,0.5064541832669323,0.0
Education,categorical,0.7832669322709163,0.11888446215139442,4.968768378086028e-39
Marital_Status,categorical,0.979601593625498,0.020398406374501965,0.1468685156552388
Income_Ratio,continuous,0.7431075697211156,0.2568924302788844,2.7393457112117214e-182
Arthritis,categorical,0.9995219123505976,0.00047808764940238113,0.9999999999999998
Congestive_Heart_Failure,categorical,0.9963346613545816,0.0036653386454182924,0.9999999999976786
Coronary_Heart_Disease,categorical,0.9998406374501992,0.00015936254980086773,0.999999999999999
Heart_Attack,categorical,0.998406374501992,0.0015936254980080111,1.0
Stroke,categorical,0.9969721115537848,0.0030278884462151545,0.9999999999999998
Cancer,categorical,0.9982470119521912,0.0017529880478087678,0.9999999999999996
Sleep_Hours_Weekday,continuous,0.8855776892430279,0.1144223107569721,3.516147709630414e-36
Sleep_Hours_Weekend,continuous,0.8882868525896415,0.11171314741035854,1.6697932403648344e-34
Trouble_Sleeping_Doc,categorical,0.9917131474103585,0.008286852589641347,0.9824088330103238
Ever_Had_Drink,categorical,0.9987250996015936,0.0012749003984063867,0.9999999999999996
Drinking_Freq,continuous,0.6508366533864542,0.3491633466135458,0.0
Avg_Drinks_Per_Day,continuous,0.21386454183266934,0.7861354581673307,0.0
Binge_Drinking_Freq,continuous,0.2699601593625498,0.7300398406374502,0.0
Total_Calories,continuous,0.9381673306772909,0.0618326693227092,7.51658453797404e-11
Total_Sugar,continuous,0.9462948207171314,0.053705179282868554,2.7398863046045103e-08
Total_Caffeine,continuous,0.8519521912350597,0.14804780876494025,2.2615206022849633e-60
