evaluator,protocol,class,auc,f1
rf,tstr,0,0.7246443343347562,0.8641025641025641
rf,tstr,1,0.6273435475647166,0.05128205128205128
rf,tstr,2,0.7318530183727032,0.0
rf,tstr,3,0.7291164448171051,0.0
rf,tstr,4,0.7383126618508927,0.0
rf,trtr,0,0.7349681210377068,0.8605543710021322
rf,trtr,1,0.6405710607922299,0.043478260869565216
rf,trtr,2,0.7231863517060366,0.0
rf,trtr,3,0.7109841735667121,0.0
rf,trtr,4,0.7711939484803054,0.0
lr,tstr,0,0.7467323311077261,0.8635002139495079
lr,tstr,1,0.6678912042261174,0.04329004329004329
lr,tstr,2,0.7631391076115486,0.024390243902439025
lr,tstr,3,0.7727439471753484,0.0
lr,tstr,4,0.8207032847212756,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
