evaluator,protocol,class,auc,f1
rf,tstr,0,0.7332974105492572,0.860802732707088
rf,tstr,1,0.6396328059045279,0.06060606060606061
rf,tstr,2,0.717259842519685,0.0
rf,tstr,3,0.6654831778639556,0.0
rf,tstr,4,0.801008586615783,0.0
rf,trtr,0,0.7313196505656333,0.861288945795988
rf,trtr,1,0.6279683542716717,0.04329004329004329
rf,trtr,2,0.7265984251968505,0.0
rf,trtr,3,0.7548212975579079,0.0
rf,trtr,4,0.7767139157693881,0.0
lr,tstr,0,0.7512628163061343,0.8632296548785684
lr,tstr,1,0.6796225248041995,0.03508771929824561
lr,tstr,2,0.748,0.0
lr,tstr,3,0.760900324913531,0.0
lr,tstr,4,0.7975330516559902,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
