evaluator,protocol,class,auc,f1
rf,tstr,0,0.7202207144018252,0.8598130841121495
rf,tstr,1,0.6243344450295477,0.00904977375565611
rf,tstr,2,0.7032913385826771,0.0
rf,tstr,3,0.691672780630961,0.0
rf,tstr,4,0.6897914679024124,0.0
rf,trtr,0,0.7350960583273629,0.8594617684750107
rf,trtr,1,0.6400590954303434,0.02564102564102564
rf,trtr,2,0.6978792650918635,0.0
rf,trtr,3,0.7539042029137408,0.0
rf,trtr,4,0.7881627368134115,0.0
lr,tstr,0,0.7515277217529516,0.8626116546150574
lr,tstr,1,0.6777627322651019,0.026785714285714284
lr,tstr,2,0.7644304461942256,0.0
lr,tstr,3,0.7888062048003354,0.0
lr,tstr,4,0.8003271091726865,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
