evaluator,protocol,class,auc,f1
rf,tstr,0,0.7181692023335761,0.8629961587708067
rf,tstr,1,0.6072682364151559,0.05172413793103448
rf,tstr,2,0.7114645669291338,0.0
rf,tstr,3,0.6847028613352898,0.0
rf,tstr,4,0.7491822270682841,0.0
rf,trtr,0,0.7313196505656333,0.861288945795988
rf,trtr,1,0.6279683542716717,0.04329004329004329
rf,trtr,2,0.7265984251968505,0.0
rf,trtr,3,0.7548212975579079,0.0
rf,trtr,4,0.7767139157693881,0.0
lr,tstr,0,0.7477829220274901,0.8624629707998307
lr,tstr,1,0.6372192549127779,0.0
lr,tstr,2,0.7654068241469817,0.0
lr,tstr,3,0.7436851483073053,0.0
lr,tstr,4,0.8020308027804279,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
