evaluator,protocol,class,auc,f1
rf,tstr,0,0.7213164596591148,0.8627450980392157
rf,tstr,1,0.6335686284343472,0.043668122270742356
rf,tstr,2,0.7036115485564305,0.0
rf,tstr,3,0.7495152499737973,0.0
rf,tstr,4,0.5770410249420744,0.0
rf,trtr,0,0.7349681210377068,0.8605543710021322
rf,trtr,1,0.6405710607922299,0.043478260869565216
rf,trtr,2,0.7231863517060366,0.0
rf,trtr,3,0.7109841735667121,0.0
rf,trtr,4,0.7711939484803054,0.0
lr,tstr,0,0.7487612660072127,0.8635002139495079
lr,tstr,1,0.6711385273786538,0.04329004329004329
lr,tstr,2,0.763727034120735,0.024390243902439025
lr,tstr,3,0.7792946232051148,0.0
lr,tstr,4,0.8144336922447867,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
