column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9933067729083666,0.006693227091633447,0.9989710311461267
Age,continuous,0.8823904382470119,0.11760956175298809,3.3243666833790814e-38
Race,categorical,0.6876494023904383,0.22613545816733066,5.502908829325464e-141
Race_Ext,categorical,0.5118725099601593,0.4881274900398407,0.0
Education,categorical,0.7861354581673307,0.11091633466135464,5.105863691856794e-34
Marital_Status,categorical,0.990597609561753,0.009402390438246977,0.9443241997043619
Income_Ratio,continuous,0.7462948207171314,0.25370517928286856,9.388029062269283e-178
Arthritis,categorical,0.9985657370517929,0.0014342629482071434,0.9999999999999997
Congestive_Heart_Failure,categorical,1.0,0.0,1.0
Coronary_Heart_Disease,categorical,0.9972908366533864,0.00270916334661353,1.0
Heart_Attack,categorical,0.9980876494023904,0.0019123505976096355,0.9999999999999992
Stroke,categorical,0.9993625498007968,0.0006374501992032489,0.9999999999999993
Cancer,categorical,1.0,0.0,1.0
Sleep_Hours_Weekday,continuous,0.8768127490039841,0.12318725099601593,6.981816879281468e-42
Sleep_Hours_Weekend,continuous,0.8785657370517929,0.12143426294820714,1.043206019907966e-40
Trouble_Sleeping_Doc,categorical,0.9987250996015936,0.0012749003984062757,0.9999999999999996
Ever_Had_Drink,categorical,0.9945816733067729,0.005418326693227088,0.9999874649240967
Drinking_Freq,continuous,0.6508366533864542,0.3491633466135458,0.0
Avg_Drinks_Per_Day,continuous,0.21386454183266934,0.7861354581673307,0.0
Binge_Drinking_Freq,continuous,0.2699601593625498,0.7300398406374502,0.0
Total_Calories,continuous,0.9488446215139441,0.051155378486055836,1.468890011359906e-07
Total_Sugar,continuous,0.9459760956175298,0.05402390438247012,2.208396603084558e-08
Total_Caffeine,continuous,0.8519521912350597,0.14804780876494025,2.2615206022849633e-60
