evaluator,protocol,class,auc,f1
rf,tstr,0,0.688249938289072,0.8617609527860485
rf,tstr,1,0.555217031520349,0.026905829596412557
rf,tstr,2,0.7237007874015748,0.0
rf,tstr,3,0.6911356251965203,0.0
rf,tstr,4,0.8133092544636773,0.0
rf,trtr,0,0.7355235193892726,0.8595817328211695
rf,trtr,1,0.6458328109196987,0.034482758620689655
rf,trtr,2,0.7177007874015748,0.0
rf,trtr,3,0.7233256472067917,0.0
rf,trtr,4,0.775487256371814,0.0
lr,tstr,0,0.7413228414721519,0.862098138747885
lr,tstr,1,0.6146885996807008,0.0
lr,tstr,2,0.7657217847769027,0.0
lr,tstr,3,0.7649093386437481,0.0
lr,tstr,4,0.8244514106583072,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
