evaluator,protocol,class,auc,f1
rf,tstr,0,0.7337399230570087,0.8633646456020495
rf,tstr,1,0.6309001395889231,0.0603448275862069
rf,tstr,2,0.7532650918635171,0.0
rf,tstr,3,0.7264961744051986,0.0
rf,tstr,4,0.7417200490663759,0.0
rf,trtr,0,0.7355235193892726,0.8595817328211695
rf,trtr,1,0.6458328109196987,0.034482758620689655
rf,trtr,2,0.7177007874015748,0.0
rf,trtr,3,0.7233256472067917,0.0
rf,trtr,4,0.775487256371814,0.0
lr,tstr,0,0.7472380596880137,0.8643560119811724
lr,tstr,1,0.6675108871001446,0.0847457627118644
lr,tstr,2,0.7651548556430446,0.0
lr,tstr,3,0.7716434336023478,0.0
lr,tstr,4,0.8083003952569169,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
