evaluator,protocol,class,auc,f1
rf,tstr,0,0.713989415823284,0.864471996579735
rf,tstr,1,0.6164522681110359,0.07659574468085106
rf,tstr,2,0.7048503937007875,0.0
rf,tstr,3,0.6925767739230688,0.0
rf,tstr,4,0.781177593021671,0.0
rf,trtr,0,0.7356529618235127,0.8578745198463509
rf,trtr,1,0.6434652323277916,0.02586206896551724
rf,trtr,2,0.721259842519685,0.0
rf,trtr,3,0.6971491457918457,0.0
rf,trtr,4,0.7651628731089001,0.0
lr,tstr,0,0.7477498088466379,0.8633276740237691
lr,tstr,1,0.6631811228967628,0.0091324200913242
lr,tstr,2,0.7531233595800526,0.0
lr,tstr,3,0.7625510952730321,0.0
lr,tstr,4,0.8187951478806051,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
