evaluator,protocol,class,auc,f1
rf,tstr,0,0.7181752229119128,0.8614200171086399
rf,tstr,1,0.6256195825706095,0.05084745762711865
rf,tstr,2,0.6823202099737533,0.0
rf,tstr,3,0.7160543968137512,0.0
rf,tstr,4,0.81882922175276,0.0
rf,trtr,0,0.7349681210377068,0.8605543710021322
rf,trtr,1,0.6405710607922299,0.043478260869565216
rf,trtr,2,0.7231863517060366,0.0
rf,trtr,3,0.7109841735667121,0.0
rf,trtr,4,0.7711939484803054,0.0
lr,tstr,0,0.7469851953978699,0.863013698630137
lr,tstr,1,0.6687855763685148,0.04310344827586207
lr,tstr,2,0.7632650918635171,0.024390243902439025
lr,tstr,3,0.7738968661565874,0.0
lr,tstr,4,0.822066239607469,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
