evaluator,protocol,class,auc,f1
rf,tstr,0,0.7200596639313173,0.8643560119811724
rf,tstr,1,0.6235612728503723,0.0847457627118644
rf,tstr,2,0.7075905511811025,0.0
rf,tstr,3,0.7353002829892046,0.0
rf,tstr,4,0.7291467902412431,0.0
rf,trtr,0,0.7356529618235127,0.8578745198463509
rf,trtr,1,0.6434652323277916,0.02586206896551724
rf,trtr,2,0.721259842519685,0.0
rf,trtr,3,0.6971491457918457,0.0
rf,trtr,4,0.7651628731089001,0.0
lr,tstr,0,0.7489539245139888,0.8614200171086399
lr,tstr,1,0.67085851367052,0.04291845493562232
lr,tstr,2,0.7623412073490814,0.0
lr,tstr,3,0.7823079341788073,0.0
lr,tstr,4,0.7813138885102902,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
