evaluator,protocol,class,auc,f1
rf,tstr,0,0.6665307019392283,0.8586074327210593
rf,tstr,1,0.5625663465315913,0.042735042735042736
rf,tstr,2,0.7028766404199477,0.0
rf,tstr,3,0.6554868462425323,0.0
rf,tstr,4,0.8445209213575031,0.0
rf,trtr,0,0.7350960583273629,0.8594617684750107
rf,trtr,1,0.6400590954303434,0.02564102564102564
rf,trtr,2,0.6978792650918635,0.0
rf,trtr,3,0.7539042029137408,0.0
rf,trtr,4,0.7881627368134115,0.0
lr,tstr,0,0.7428520683696875,0.862098138747885
lr,tstr,1,0.6017536380885513,0.0
lr,tstr,2,0.7650918635170604,0.0
lr,tstr,3,0.7860549208678336,0.0
lr,tstr,4,0.835832083958021,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
