evaluator,protocol,class,auc,f1
rf,tstr,0,0.7225235856156342,0.8582408198121264
rf,tstr,1,0.6281062714712005,0.034334763948497854
rf,tstr,2,0.7127244094488189,0.0
rf,tstr,3,0.6914631589980087,0.0
rf,tstr,4,0.7212757257734769,0.0
rf,trtr,0,0.7355235193892726,0.8595817328211695
rf,trtr,1,0.6458328109196987,0.034482758620689655
rf,trtr,2,0.7177007874015748,0.0
rf,trtr,3,0.7233256472067917,0.0
rf,trtr,4,0.775487256371814,0.0
lr,tstr,0,0.7473675021222539,0.8642398286937901
lr,tstr,1,0.6670135493200264,0.08438818565400844
lr,tstr,2,0.7658162729658793,0.02564102564102564
lr,tstr,3,0.7687087307410125,0.0
lr,tstr,4,0.8061196674390078,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
