evaluator,protocol,class,auc,f1
rf,tstr,0,0.7348221220130406,0.8635976129582268
rf,tstr,1,0.6388220199436629,0.0611353711790393
rf,tstr,2,0.7395485564304463,0.0
rf,tstr,3,0.723233937742375,0.0
rf,tstr,4,0.7924901185770752,0.0
rf,trtr,0,0.7313196505656333,0.861288945795988
rf,trtr,1,0.6279683542716717,0.04329004329004329
rf,trtr,2,0.7265984251968505,0.0
rf,trtr,3,0.7548212975579079,0.0
rf,trtr,4,0.7767139157693881,0.0
lr,tstr,0,0.7510490857751795,0.8635976129582268
lr,tstr,1,0.6785359044442774,0.043668122270742356
lr,tstr,2,0.74849343832021,0.0
lr,tstr,3,0.7606907032805786,0.0
lr,tstr,4,0.7979419381218482,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
