evaluator,protocol,class,auc,f1
rf,tstr,0,0.6990628969818841,0.8592150170648464
rf,tstr,1,0.5820272992468886,0.03463203463203463
rf,tstr,2,0.6569343832020997,0.0
rf,tstr,3,0.6617361911749291,0.0
rf,tstr,4,0.7004906637590296,0.0
rf,trtr,0,0.7349681210377068,0.8605543710021322
rf,trtr,1,0.6405710607922299,0.043478260869565216
rf,trtr,2,0.7231863517060366,0.0
rf,trtr,3,0.7109841735667121,0.0
rf,trtr,4,0.7711939484803054,0.0
lr,tstr,0,0.7458653678272334,0.8624629707998307
lr,tstr,1,0.6137607930656904,0.0
lr,tstr,2,0.7508031496062993,0.02631578947368421
lr,tstr,3,0.7819935017293785,0.0
lr,tstr,4,0.8780836854300123,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
