evaluator,protocol,class,auc,f1
rf,tstr,0,0.7167649024365281,0.8612765957446809
rf,tstr,1,0.6033292376104383,0.035555555555555556
rf,tstr,2,0.7419370078740158,0.0
rf,tstr,3,0.6512027041190651,0.0
rf,tstr,4,0.8465994275589479,0.0
rf,trtr,0,0.7355235193892726,0.8595817328211695
rf,trtr,1,0.6458328109196987,0.034482758620689655
rf,trtr,2,0.7177007874015748,0.0
rf,trtr,3,0.7233256472067917,0.0
rf,trtr,4,0.775487256371814,0.0
lr,tstr,0,0.7421867944634762,0.8627118644067797
lr,tstr,1,0.644775445723313,0.009345794392523364
lr,tstr,2,0.7710761154855643,0.0
lr,tstr,3,0.7738706634524682,0.0
lr,tstr,4,0.8047567125528144,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
