column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9937848605577689,0.006215139442231066,0.9997275533159375
Age,continuous,0.8749003984063745,0.12509960159362554,3.4946845826809572e-43
Race,categorical,0.6895617529880478,0.22884462151394425,2.098631403246355e-144
Race_Ext,categorical,0.5053386454183266,0.49466135458167326,0.0
Education,categorical,0.7807171314741036,0.1117131474103586,1.6697932403648344e-34
Marital_Status,categorical,0.9859760956175299,0.014023904382470143,0.5678978648188693
Income_Ratio,continuous,0.7392828685258964,0.2607171314741036,8.26954147137621e-188
Arthritis,categorical,0.9933067729083666,0.006693227091633558,0.9989710311461267
Congestive_Heart_Failure,categorical,0.9996812749003985,0.00031872509960162443,1.0
Coronary_Heart_Disease,categorical,0.9996812749003984,0.00031872509960162443,1.0
Heart_Attack,categorical,0.9971314741035857,0.002868525896414287,1.0
Stroke,categorical,0.9987250996015936,0.0012749003984063867,0.9999999999999996
Cancer,categorical,0.9949003984063745,0.005099601593625436,0.9999976336833761
Sleep_Hours_Weekday,continuous,0.8729880478087649,0.12701195219123504,1.669551053084629e-44
Sleep_Hours_Weekend,continuous,0.8801593625498008,0.11984063745019918,1.17830372344064e-39
Trouble_Sleeping_Doc,categorical,0.998406374501992,0.0015936254980079,1.0
Ever_Had_Drink,categorical,0.9974501992031872,0.0025498007968127456,0.9999999999999998
Drinking_Freq,continuous,0.6508366533864542,0.3491633466135458,0.0
Avg_Drinks_Per_Day,continuous,0.21386454183266934,0.7861354581673307,0.0
Binge_Drinking_Freq,continuous,0.2699601593625498,0.7300398406374502,0.0
Total_Calories,continuous,0.9348207171314741,0.06517928286852592,5.202100227880328e-12
Total_Sugar,continuous,0.9454980079681274,0.05450199203187256,1.5942365007628295e-08
Total_Caffeine,continuous,0.8519521912350597,0.14804780876494025,2.2615206022849633e-60
