evaluator,protocol,class,auc,f1
rf,tstr,0,0.720776112753391,0.8618025751072962
rf,tstr,1,0.6280979128530471,0.08196721311475409
rf,tstr,2,0.7036850393700786,0.0
rf,tstr,3,0.7367938371239912,0.0
rf,tstr,4,0.7391985825269184,0.0
rf,trtr,0,0.7349681210377068,0.8605543710021322
rf,trtr,1,0.6405710607922299,0.043478260869565216
rf,trtr,2,0.7231863517060366,0.0
rf,trtr,3,0.7109841735667121,0.0
rf,trtr,4,0.7711939484803054,0.0
lr,tstr,0,0.7465517137576235,0.8635002139495079
lr,tstr,1,0.6678661283716576,0.04329004329004329
lr,tstr,2,0.7631496062992127,0.024390243902439025
lr,tstr,3,0.7736348391153968,0.0
lr,tstr,4,0.8226114215619462,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
