evaluator,protocol,class,auc,f1
rf,tstr,0,0.663961420134018,0.8617747440273038
rf,tstr,1,0.5341658517013967,0.03463203463203463
rf,tstr,2,0.6999160104986876,0.0
rf,tstr,3,0.7033460853160046,0.0
rf,tstr,4,0.6746285947935123,0.0
rf,trtr,0,0.7355235193892726,0.8595817328211695
rf,trtr,1,0.6458328109196987,0.034482758620689655
rf,trtr,2,0.7177007874015748,0.0
rf,trtr,3,0.7233256472067917,0.0
rf,trtr,4,0.775487256371814,0.0
lr,tstr,0,0.739251762524308,0.862098138747885
lr,tstr,1,0.5628777050577999,0.0
lr,tstr,2,0.7585511811023622,0.0
lr,tstr,3,0.7585944869510534,0.0
lr,tstr,4,0.8108218617963745,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
