column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9942629482071713,0.005737051792828685,0.9999496408224484
Age,continuous,0.9333864541832669,0.06661354581673307,1.5861351546090998e-12
Race,categorical,0.8889243027888446,0.06693227091633469,1.213892403166311e-12
Race_Ext,categorical,0.8827091633466135,0.0835059760956176,1.8919988331883396e-19
Education,categorical,0.9120318725099601,0.06215139442231077,5.864077450973555e-11
Marital_Status,categorical,0.9431075697211155,0.041115537848605554,4.9338471753927956e-05
Income_Ratio,continuous,0.8466932270916334,0.15330677290836658,1.0061799335045108e-64
Arthritis,categorical,0.9893227091633466,0.010677290836653364,0.8668657232539736
Congestive_Heart_Failure,categorical,0.9904382470119522,0.009561752988047734,0.9365787760399714
Coronary_Heart_Disease,categorical,0.9952191235059761,0.004780876494023922,0.9999996862395729
Heart_Attack,categorical,0.9972908366533865,0.00270916334661353,1.0
Stroke,categorical,0.9974501992031872,0.0025498007968127734,0.9999999999999998
Cancer,categorical,0.9996812749003984,0.0003187250996015134,1.0
Sleep_Hours_Weekday,continuous,0.8760159362549801,0.12398406374501991,2.016175345945563e-42
Sleep_Hours_Weekend,continuous,0.8529083665338645,0.14709163346613552,1.3460439706235136e-59
Trouble_Sleeping_Doc,categorical,0.9933067729083666,0.006693227091633558,0.9989710311461267
Ever_Had_Drink,categorical,0.9963346613545817,0.00366533864541832,0.9999999999976786
Drinking_Freq,continuous,0.6591235059760956,0.34087649402390435,1e-323
Avg_Drinks_Per_Day,continuous,0.6239043824701195,0.3760956175298805,0.0
Binge_Drinking_Freq,continuous,0.2752191235059761,0.7247808764940239,0.0
Total_Calories,continuous,0.9099601593625498,0.09003984063745019,1.510765637728002e-22
Total_Sugar,continuous,0.8755378486055776,0.12446215139442235,9.531854668333368e-43
Total_Caffeine,continuous,0.8052589641434262,0.19474103585657376,1.9745379110601146e-104
