evaluator,protocol,class,auc,f1
rf,tstr,0,0.7344834644815981,0.8646808510638297
rf,tstr,1,0.6390330750520324,0.026785714285714284
rf,tstr,2,0.698482939632546,0.0
rf,tstr,3,0.7474321349963315,0.0
rf,tstr,4,0.7124165190132206,0.0
rf,trtr,0,0.7350960583273629,0.8594617684750107
rf,trtr,1,0.6400590954303434,0.02564102564102564
rf,trtr,2,0.6978792650918635,0.0
rf,trtr,3,0.7539042029137408,0.0
rf,trtr,4,0.7881627368134115,0.0
lr,tstr,0,0.7516300715846764,0.8629787234042553
lr,tstr,1,0.6776791460835695,0.035555555555555556
lr,tstr,2,0.7641259842519685,0.0
lr,tstr,3,0.788255948013835,0.0
lr,tstr,4,0.7988960065421834,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
