evaluator,protocol,class,auc,f1
rf,tstr,0,0.7246774475156084,0.8620102214650767
rf,tstr,1,0.6328999389820875,0.02654867256637168
rf,tstr,2,0.7238845144356956,0.0
rf,tstr,3,0.6821874017398595,0.0
rf,tstr,4,0.7057380400708737,0.0
rf,trtr,0,0.7350960583273629,0.8594617684750107
rf,trtr,1,0.6400590954303434,0.02564102564102564
rf,trtr,2,0.6978792650918635,0.0
rf,trtr,3,0.7539042029137408,0.0
rf,trtr,4,0.7881627368134115,0.0
lr,tstr,0,0.7516120098496661,0.8629787234042553
lr,tstr,1,0.6781012563003084,0.035555555555555556
lr,tstr,2,0.7640419947506562,0.0
lr,tstr,3,0.7882035426055969,0.0
lr,tstr,4,0.7988278587978738,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
