evaluator,protocol,class,auc,f1
rf,tstr,0,0.6967630360572437,0.8603066439522998
rf,tstr,1,0.6073622708693798,0.01762114537444934
rf,tstr,2,0.7197112860892391,0.0
rf,tstr,3,0.761044439786186,0.0
rf,tstr,4,0.6900299850074962,0.0
rf,trtr,0,0.7313196505656333,0.861288945795988
rf,trtr,1,0.6279683542716717,0.04329004329004329
rf,trtr,2,0.7265984251968505,0.0
rf,trtr,3,0.7548212975579079,0.0
rf,trtr,4,0.7767139157693881,0.0
lr,tstr,0,0.7414673353522339,0.8598290598290599
lr,tstr,1,0.6651036050720095,0.02608695652173913
lr,tstr,2,0.7567874015748032,0.0
lr,tstr,3,0.7417461482024945,0.0
lr,tstr,4,0.7329289900504294,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
