evaluator,protocol,class,auc,f1
rf,tstr,0,0.7312173007339084,0.8613013698630136
rf,tstr,1,0.6392295025786336,0.04201680672268908
rf,tstr,2,0.7222834645669292,0.0
rf,tstr,3,0.7616602033329839,0.0
rf,tstr,4,0.7576666212348371,0.0
rf,trtr,0,0.7313196505656333,0.861288945795988
rf,trtr,1,0.6279683542716717,0.04329004329004329
rf,trtr,2,0.7265984251968505,0.0
rf,trtr,3,0.7548212975579079,0.0
rf,trtr,4,0.7767139157693881,0.0
lr,tstr,0,0.7526204567210726,0.8631130063965885
lr,tstr,1,0.6816453103972852,0.05217391304347826
lr,tstr,2,0.7481259842519684,0.0
lr,tstr,3,0.7607169059846977,0.0
lr,tstr,4,0.7967152787242742,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
