evaluator,protocol,class,auc,f1
rf,tstr,0,0.6907499834434095,0.8601875532821824
rf,tstr,1,0.5722080125713617,0.03508771929824561
rf,tstr,2,0.7280839895013123,0.02631578947368421
rf,tstr,3,0.7293522691541767,0.0
rf,tstr,4,0.7965449093635001,0.0
rf,trtr,0,0.7349681210377068,0.8605543710021322
rf,trtr,1,0.6405710607922299,0.043478260869565216
rf,trtr,2,0.7231863517060366,0.0
rf,trtr,3,0.7109841735667121,0.0
rf,trtr,4,0.7711939484803054,0.0
lr,tstr,0,0.7467804957344202,0.8628281117696867
lr,tstr,1,0.6316774910771751,0.0
lr,tstr,2,0.7460472440944882,0.025974025974025976
lr,tstr,3,0.7758620689655172,0.0
lr,tstr,4,0.859956385443642,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
