evaluator,protocol,class,auc,f1
rf,tstr,0,0.734290805974822,0.8623931623931624
rf,tstr,1,0.645692804065632,0.03463203463203463
rf,tstr,2,0.7242152230971128,0.0
rf,tstr,3,0.7059794570799707,0.0
rf,tstr,4,0.7788605697151425,0.0
rf,trtr,0,0.7313196505656333,0.861288945795988
rf,trtr,1,0.6279683542716717,0.04329004329004329
rf,trtr,2,0.7265984251968505,0.0
rf,trtr,3,0.7548212975579079,0.0
rf,trtr,4,0.7767139157693881,0.0
lr,tstr,0,0.7511725076310831,0.8635976129582268
lr,tstr,1,0.6789078629520967,0.043668122270742356
lr,tstr,2,0.748262467191601,0.0
lr,tstr,3,0.7610837438423645,0.0
lr,tstr,4,0.7984189723320158,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
