column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9894820717131474,0.010517928286852551,0.8783598642788972
Age,continuous,0.9300398406374503,0.06996015936254973,8.972632344717984e-14
Race,categorical,0.9770517928286853,0.014661354581673308,0.5100493813733088
Race_Ext,categorical,0.9531474103585658,0.04191235059760956,3.2568940050989224e-05
Education,categorical,0.9380079681274901,0.061992031872509956,6.640176046676647e-11
Marital_Status,categorical,0.8728286852589642,0.12717131474103582,1.2930582028555912e-44
Income_Ratio,continuous,0.8211952191235059,0.1788047808764941,5.129478873325207e-88
Arthritis,categorical,0.9891633466135459,0.01083665338645412,0.8549238060669156
Congestive_Heart_Failure,categorical,0.9877290836653386,0.012270916334661375,0.7322447407489888
Coronary_Heart_Disease,categorical,0.9987250996015936,0.0012749003984063867,0.9999999999999996
Heart_Attack,categorical,0.9921912350597609,0.007808764940239077,0.990938925401069
Stroke,categorical,0.9569721115537849,0.04302788844621508,1.7965745697997097e-05
Cancer,categorical,0.9332270916334661,0.06677290836653382,1.3878090230871672e-12
Sleep_Hours_Weekday,continuous,0.780398406374502,0.21960159362549803,6.490141511166483e-133
Sleep_Hours_Weekend,continuous,0.8395219123505976,0.1604780876494024,6.602362799111047e-71
Trouble_Sleeping_Doc,categorical,0.9204780876494023,0.07952191235059758,1.1240099580518722e-17
Ever_Had_Drink,categorical,0.9580876494023904,0.04191235059760956,3.2568940050989224e-05
Drinking_Freq,continuous,0.7579282868525896,0.24207171314741036,1.05600756553933e-161
Avg_Drinks_Per_Day,continuous,0.6592828685258963,0.34071713147410365,3e-323
Binge_Drinking_Freq,continuous,0.7230278884462151,0.2769721115537848,3.164054195214727e-212
Total_Calories,continuous,0.8922709163346614,0.10772908366533868,4.11782796404386e-32
Total_Sugar,continuous,0.9287649402390439,0.07123505976095618,2.8945377271336545e-14
Total_Caffeine,continuous,0.8713944223107569,0.12860557768924308,1.2777677050621941e-45
