evaluator,protocol,class,auc,f1
rf,tstr,0,0.7147645652841412,0.861995753715499
rf,tstr,1,0.6164857025836489,0.0182648401826484
rf,tstr,2,0.7135853018372704,0.0
rf,tstr,3,0.6986033958704538,0.0
rf,tstr,4,0.7865612648221343,0.0
rf,trtr,0,0.7350960583273629,0.8594617684750107
rf,trtr,1,0.6400590954303434,0.02564102564102564
rf,trtr,2,0.6978792650918635,0.0
rf,trtr,3,0.7539042029137408,0.0
rf,trtr,4,0.7881627368134115,0.0
lr,tstr,0,0.7532797100489472,0.8630952380952381
lr,tstr,1,0.6801992694567733,0.03587443946188341
lr,tstr,2,0.764031496062992,0.0
lr,tstr,3,0.7885965831673828,0.0
lr,tstr,4,0.7964426877470356,0.0
lr,trtr,0,0.7511393944502309,0.863481228668942
lr,trtr,1,0.6778881115374007,0.04329004329004329
lr,trtr,2,0.7649553805774278,0.0
lr,trtr,3,0.786578974950215,0.0
lr,trtr,4,0.8102085320975876,0.0
