column,kind,fidelity,ks_stat,ks_pvalue
Gender,categorical,0.9974501992031872,0.002549800796812718,0.9999999999999998
Age,continuous,0.9687649402390438,0.031235059760956196,0.004385584426632214
Race,categorical,0.9843824701195218,0.01354581673306765,0.6125019713743479
Race_Ext,categorical,0.9843824701195218,0.01354581673306765,0.6125019713743479
Education,categorical,0.9864541832669322,0.013545816733067761,0.6125019713743479
Marital_Status,categorical,0.9933067729083666,0.0063745019920318224,0.9995607798948095
Income_Ratio,continuous,0.9214342629482071,0.07856573705179293,2.907621544164364e-17
Arthritis,categorical,0.998406374501992,0.0015936254980080111,1.0
Congestive_Heart_Failure,categorical,0.9982470119521912,0.0017529880478087678,0.9999999999999996
Coronary_Heart_Disease,categorical,0.9984063745019921,0.0015936254980080111,1.0
Heart_Attack,categorical,0.9992031872509961,0.0007968127490040056,0.9999999999999998
Stroke,categorical,0.9995219123505976,0.00047808764940238113,0.9999999999999998
Cancer,categorical,0.9955378486055777,0.004462151394422298,0.9999999736955042
Sleep_Hours_Weekday,continuous,0.903585657370518,0.09641434262948201,8.53045717450534e-26
Sleep_Hours_Weekend,continuous,0.8952988047808765,0.10470119521912352,2.366212703292972e-30
Trouble_Sleeping_Doc,categorical,0.9918725099601593,0.00812749003984059,0.985703760672205
Ever_Had_Drink,categorical,0.9995219123505976,0.0004780876494024089,0.9999999999999998
Drinking_Freq,continuous,0.8240637450199203,0.17593625498007967,3.255420542318571e-85
Avg_Drinks_Per_Day,continuous,0.7217529880478087,0.27824701195219126,3.306745898317155e-214
Binge_Drinking_Freq,continuous,0.6339442231075698,0.36605577689243024,0.0
Total_Calories,continuous,0.9394422310756971,0.06055776892430281,2.003302501342897e-10
Total_Sugar,continuous,0.93800796812749,0.061992031872509956,6.640176046676647e-11
Total_Caffeine,continuous,0.9357768924302788,0.06422310756972113,1.1319205257999124e-11
